job_title,salary_usd,experience_level,employment_type,company_location,company_size,remote_ratio,required_skills,education_required,years_experience,posting_date,application_deadline,company_name,industry,benefits_score
Research Scientist,63062,Entry-Level,Part-Time,SWEDEN,Large,Hybrid,"pytorch, r, mathematics, kubernetes",Associate,1,05-09-2024,18-10-2024,Smart Analytics,Real Estate,6.7
Data Engineer,80691,Entry-Level,Contract,JAPAN,Large,Fully remote,"deep learning, computer vision, pytorch, statistics, spark",Master,1,21-12-2024,04-01-2025,DataVision Ltd,Retail,8.1
Data Analyst,171580,Senior-Level,Part-Time,JAPAN,Large,Fully remote,"sql, spark, mlops",PhD,7,14-10-2024,09-12-2024,Predictive Systems,Manufacturing,6.7
Autonomous Systems Engineer,58331,Senior-Level,Part-Time,CHINA,Medium,on-site,"hadoop, java, nlp, mathematics, python",Master,5,23-11-2024,24-01-2025,Cognitive Computing,Transportation,6.1
Head Of Ai,85620,Mid-Level,Full-Time,CANADA,Large,Fully remote,"tensorflow, gcp, mlops, nlp",Associate,4,22-01-2025,23-02-2025,Quantum Computing Inc,Healthcare,5.8
Ai Consultant,220871,Executive-Level,Full-Time,AUSTRIA,Medium,on-site,"linux, tableau, spark, scala",Associate,14,28-06-2024,31-07-2024,DeepTech Ventures,Automotive,5.2
Ml Ops Engineer,93007,Mid-Level,Contract,FRANCE,Medium,Hybrid,"docker, sql, mlops, gcp, hadoop",Bachelor,4,05-06-2024,23-07-2024,Cognitive Computing,Energy,6.4
Ai Specialist,191783,Executive-Level,Full-Time,SINGAPORE,Small,Fully remote,"java, gcp, pytorch",PhD,14,04-10-2024,27-10-2024,Advanced Robotics,Healthcare,5.6
Head Of Ai,83683,Mid-Level,Freelance,ISRAEL,Small,Hybrid,"mathematics, computer vision, mlops, git, deep learning",Bachelor,3,15-05-2024,07-06-2024,Smart Analytics,Education,5.3
Research Scientist,107869,Senior-Level,Freelance,IRELAND,Small,Hybrid,"sql, linux, gcp",Associate,8,17-02-2024,01-04-2024,Predictive Systems,Finance,7.3
Autonomous Systems Engineer,73528,Mid-Level,Part-Time,SWEDEN,Small,on-site,"nlp, r, git, mlops",Associate,2,01-03-2024,05-05-2024,Algorithmic Solutions,Finance,8
Nlp Engineer,47642,Mid-Level,Freelance,CHINA,Large,Fully remote,"python, tensorflow, nlp",PhD,3,22-11-2024,13-01-2025,DeepTech Ventures,Telecommunications,8
Ai Software Engineer,179937,Senior-Level,Part-Time,NETHERLANDS,Large,Hybrid,"python, tensorflow, nlp, kubernetes",Associate,6,01-06-2024,29-07-2024,Machine Intelligence Group,Real Estate,8.1
Data Engineer,157066,Mid-Level,Part-Time,SWITZERLAND,Large,on-site,"gcp, docker, nlp, data visualization",PhD,2,01-05-2024,26-05-2024,Neural Networks Co,Transportation,9
Data Scientist,57299,Entry-Level,Contract,ISRAEL,Medium,on-site,"pytorch, spark, tensorflow",Bachelor,1,17-01-2024,19-02-2024,DataVision Ltd,Retail,7.8
Data Engineer,176844,Executive-Level,Freelance,CANADA,Large,Hybrid,"linux, scala, tableau",PhD,10,08-06-2024,19-07-2024,Digital Transformation LLC,Telecommunications,5.4
Ai Research Scientist,64892,Entry-Level,Contract,CANADA,Medium,Hybrid,"kubernetes, scala, azure, computer vision",Associate,1,05-11-2024,03-01-2025,Algorithmic Solutions,Transportation,5.7
Ai Specialist,63024,Entry-Level,Contract,AUSTRIA,Large,on-site,"git, statistics, data visualization",Bachelor,1,04-04-2024,05-05-2024,Algorithmic Solutions,Gaming,9.2
Principal Data Scientist,136695,Mid-Level,Freelance,SWITZERLAND,Small,Hybrid,"linux, gcp, tableau, java",Bachelor,2,10-12-2024,27-12-2024,Algorithmic Solutions,Gaming,5.9
Data Scientist,69744,Entry-Level,Part-Time,SOUTH KOREA,Large,Hybrid,"python, docker, tableau",Associate,1,30-12-2024,22-01-2025,Autonomous Tech,Telecommunications,8.4
Ai Specialist,135137,Executive-Level,Freelance,AUSTRIA,Medium,on-site,"kubernetes, gcp, data visualization",PhD,18,06-04-2024,17-05-2024,TechCorp Inc,Finance,5.4
Computer Vision Engineer,143037,Executive-Level,Freelance,SWEDEN,Small,on-site,"data visualization, linux, azure, java",PhD,13,24-05-2024,07-07-2024,Autonomous Tech,Manufacturing,9.5
Machine Learning Engineer,113068,Senior-Level,Full-Time,UNITED KINGDOM,Medium,Fully remote,"docker, scala, java, data visualization, kubernetes",Master,9,10-06-2024,05-07-2024,Machine Intelligence Group,Gaming,6.6
Ai Software Engineer,113917,Senior-Level,Part-Time,UNITED KINGDOM,Small,on-site,"sql, kubernetes, gcp",Master,9,07-10-2024,26-10-2024,Future Systems,Government,7.3
Head Of Ai,80311,Executive-Level,Part-Time,INDIA,Medium,Hybrid,"git, gcp, computer vision, kubernetes, docker",Bachelor,13,17-01-2025,11-03-2025,Smart Analytics,Finance,5
Autonomous Systems Engineer,160261,Senior-Level,Contract,GERMANY,Large,Hybrid,"aws, linux, scala, gcp, python",Associate,6,26-02-2024,16-04-2024,Smart Analytics,Education,9.9
Research Scientist,152241,Senior-Level,Freelance,SWITZERLAND,Small,Hybrid,"kubernetes, sql, git, pytorch, computer vision",Bachelor,8,05-04-2024,05-06-2024,AI Innovations,Gaming,5.9
Research Scientist,74172,Mid-Level,Contract,ISRAEL,Medium,Fully remote,"statistics, kubernetes, gcp, spark",PhD,2,24-01-2024,22-03-2024,Algorithmic Solutions,Government,7.5
Computer Vision Engineer,105632,Mid-Level,Freelance,FINLAND,Large,Fully remote,"aws, r, mlops",Bachelor,3,03-01-2025,30-01-2025,Machine Intelligence Group,Government,9.4
Principal Data Scientist,89515,Mid-Level,Contract,SINGAPORE,Large,Fully remote,"pytorch, nlp, computer vision",Associate,4,17-01-2025,29-03-2025,DataVision Ltd,Gaming,7.4
Ai Software Engineer,102319,Mid-Level,Freelance,DENMARK,Medium,Hybrid,"deep learning, mathematics, data visualization, nlp",Associate,4,14-07-2024,01-08-2024,Cognitive Computing,Energy,6.2
Ai Software Engineer,110536,Mid-Level,Contract,DENMARK,Medium,Hybrid,"sql, spark, mathematics, linux, tensorflow",Associate,2,01-05-2024,22-06-2024,DeepTech Ventures,Real Estate,5.4
Nlp Engineer,176372,Senior-Level,Freelance,DENMARK,Small,on-site,"sql, aws, computer vision",Bachelor,5,02-05-2024,05-07-2024,AI Innovations,Technology,8
Ai Software Engineer,58111,Entry-Level,Full-Time,AUSTRIA,Small,Fully remote,"docker, linux, java",Bachelor,0,20-01-2024,17-02-2024,Digital Transformation LLC,Finance,5.6
Ai Product Manager,39802,Senior-Level,Part-Time,INDIA,Medium,Fully remote,"git, hadoop, linux",Associate,8,05-02-2024,06-03-2024,Digital Transformation LLC,Consulting,8.3
Head Of Ai,147385,Senior-Level,Freelance,FRANCE,Large,Hybrid,"java, statistics, aws, scala",Master,9,08-03-2024,25-03-2024,Cloud AI Solutions,Consulting,8.6
Research Scientist,118122,Entry-Level,Full-Time,DENMARK,Large,on-site,"git, scala, mlops, docker, hadoop",Associate,0,20-07-2024,06-09-2024,Cloud AI Solutions,Automotive,9.3
Ai Architect,75225,Entry-Level,Full-Time,AUSTRALIA,Large,Fully remote,"deep learning, mlops, linux",Master,0,10-10-2024,26-11-2024,Machine Intelligence Group,Real Estate,7.5
Ai Research Scientist,48325,Entry-Level,Freelance,CANADA,Medium,Fully remote,"spark, tensorflow, hadoop",Associate,0,26-03-2025,07-06-2025,Algorithmic Solutions,Manufacturing,6.2
Data Scientist,64973,Entry-Level,Contract,SWEDEN,Large,on-site,"git, spark, nlp, mlops",Master,0,08-03-2024,24-04-2024,AI Innovations,Energy,6.4
Computer Vision Engineer,78182,Mid-Level,Part-Time,AUSTRALIA,Medium,Hybrid,"hadoop, docker, computer vision, linux",Associate,4,22-03-2024,22-05-2024,Cloud AI Solutions,Retail,7.9
Data Analyst,276912.875,Executive-Level,Part-Time,NORWAY,Large,Hybrid,"git, aws, linux, tableau, java",Associate,10,19-01-2024,27-02-2024,Advanced Robotics,Retail,8
Ai Software Engineer,61953,Senior-Level,Full-Time,INDIA,Large,Hybrid,"aws, nlp, tableau, sql, pytorch",Associate,8,20-08-2024,14-10-2024,Advanced Robotics,Finance,6.3
Ai Product Manager,236982,Executive-Level,Freelance,DENMARK,Large,on-site,"aws, kubernetes, tableau",Master,10,20-03-2025,03-04-2025,Smart Analytics,Gaming,5.1
Principal Data Scientist,90203,Mid-Level,Part-Time,AUSTRIA,Small,Hybrid,"python, r, mlops, gcp",PhD,3,08-03-2025,12-05-2025,Autonomous Tech,Finance,7.5
Nlp Engineer,109984,Senior-Level,Contract,JAPAN,Small,on-site,"data visualization, linux, sql",Associate,7,07-08-2024,31-08-2024,DeepTech Ventures,Energy,8
Ai Specialist,146371,Executive-Level,Part-Time,CANADA,Small,Fully remote,"mlops, python, scala, docker",PhD,14,15-11-2024,17-12-2024,Machine Intelligence Group,Healthcare,5.4
Deep Learning Engineer,268088,Executive-Level,Part-Time,NETHERLANDS,Medium,on-site,"nlp, aws, tableau, scala, computer vision",Associate,10,04-11-2024,21-12-2024,Predictive Systems,Finance,9.5
Data Engineer,97647,Mid-Level,Contract,UNITED KINGDOM,Small,Hybrid,"java, data visualization, scala, r",PhD,4,27-02-2024,08-04-2024,DeepTech Ventures,Government,6.2
Principal Data Scientist,221711,Executive-Level,Full-Time,GERMANY,Small,on-site,"tensorflow, kubernetes, nlp, pytorch",Bachelor,17,14-01-2025,16-03-2025,Machine Intelligence Group,Gaming,8.9
Data Scientist,78716,Entry-Level,Part-Time,GERMANY,Large,Fully remote,"azure, statistics, kubernetes, java",Bachelor,0,12-07-2024,13-08-2024,DataVision Ltd,Automotive,8.2
Principal Data Scientist,169717,Senior-Level,Contract,SWITZERLAND,Small,Hybrid,"spark, scala, pytorch, statistics",Master,5,07-03-2024,03-04-2024,DeepTech Ventures,Education,9.5
Data Analyst,92798,Mid-Level,Contract,AUSTRIA,Large,Hybrid,"linux, kubernetes, sql, git",PhD,4,07-09-2024,12-11-2024,Neural Networks Co,Consulting,6.4
Ai Product Manager,37177,Mid-Level,Freelance,CHINA,Small,on-site,"r, aws, hadoop, spark",Associate,2,13-06-2024,25-08-2024,Digital Transformation LLC,Automotive,6.1
Data Analyst,85505,Mid-Level,Contract,ISRAEL,Small,Hybrid,"java, linux, r",Bachelor,4,21-01-2025,28-03-2025,Future Systems,Gaming,5.1
Robotics Engineer,113625,Mid-Level,Full-Time,FRANCE,Large,Fully remote,"r, python, data visualization, scala",Associate,3,13-12-2024,02-01-2025,Advanced Robotics,Automotive,5.8
Ml Ops Engineer,121846,Senior-Level,Part-Time,AUSTRALIA,Large,Hybrid,"nlp, aws, docker, python",Master,6,06-02-2025,20-04-2025,DeepTech Ventures,Retail,7.4
Robotics Engineer,115136,Mid-Level,Full-Time,JAPAN,Medium,Hybrid,"scala, python, mathematics",Bachelor,3,09-08-2024,03-09-2024,Neural Networks Co,Finance,6.3
Data Scientist,265646,Executive-Level,Full-Time,FRANCE,Large,on-site,"pytorch, computer vision, sql, aws",Bachelor,16,28-12-2024,11-01-2025,Predictive Systems,Healthcare,9.4
Ai Consultant,92726,Entry-Level,Full-Time,SWITZERLAND,Large,on-site,"kubernetes, r, gcp, mlops, mathematics",Bachelor,0,22-09-2024,17-11-2024,AI Innovations,Telecommunications,9.8
Research Scientist,50607,Entry-Level,Freelance,ISRAEL,Small,Fully remote,"azure, tableau, kubernetes, deep learning, computer vision",Bachelor,0,10-06-2024,05-08-2024,Autonomous Tech,Telecommunications,8.6
Machine Learning Researcher,219875,Executive-Level,Part-Time,SWEDEN,Large,Hybrid,"nlp, kubernetes, tableau, linux, r",Master,15,12-09-2024,15-11-2024,TechCorp Inc,Automotive,8.4
Robotics Engineer,93342,Executive-Level,Contract,CHINA,Medium,Fully remote,"spark, python, azure",Master,11,15-02-2025,02-04-2025,AI Innovations,Transportation,7.2
Data Scientist,99132,Mid-Level,Freelance,NETHERLANDS,Large,Hybrid,"python, linux, r",PhD,3,17-05-2024,15-06-2024,Advanced Robotics,Government,9.7
Data Analyst,148775,Senior-Level,Contract,SINGAPORE,Large,on-site,"java, pytorch, scala",Associate,5,07-01-2024,26-01-2024,Smart Analytics,Real Estate,6.3
Data Scientist,63090,Entry-Level,Contract,DENMARK,Small,Fully remote,"aws, mlops, python, tableau, azure",Master,0,25-01-2024,18-03-2024,Neural Networks Co,Retail,5.4
Robotics Engineer,39782,Entry-Level,Contract,CHINA,Large,on-site,"data visualization, nlp, python, r, computer vision",Bachelor,1,30-10-2024,04-01-2025,Quantum Computing Inc,Transportation,8.9
Ai Architect,240915,Executive-Level,Part-Time,CANADA,Large,on-site,"tensorflow, java, mlops",Master,14,23-02-2024,17-04-2024,Advanced Robotics,Energy,7.3
Robotics Engineer,69061,Mid-Level,Freelance,SINGAPORE,Small,Fully remote,"data visualization, linux, tableau, mathematics, kubernetes",Master,4,17-12-2024,01-02-2025,Future Systems,Real Estate,6.9
Machine Learning Engineer,146403,Senior-Level,Part-Time,NETHERLANDS,Large,Fully remote,"python, scala, java, computer vision, azure",PhD,5,04-01-2024,07-02-2024,Algorithmic Solutions,Gaming,8.4
Ai Consultant,56884,Entry-Level,Contract,FINLAND,Medium,Fully remote,"python, mathematics, tableau, kubernetes",Bachelor,1,08-08-2024,24-08-2024,Autonomous Tech,Government,9.1
Ai Consultant,172277,Senior-Level,Part-Time,SWITZERLAND,Large,on-site,"hadoop, spark, kubernetes, pytorch, azure",Bachelor,9,09-08-2024,26-08-2024,Quantum Computing Inc,Technology,9.7
Data Engineer,254054,Executive-Level,Contract,AUSTRIA,Large,Fully remote,"r, tableau, data visualization, spark",Bachelor,17,26-09-2024,08-11-2024,Digital Transformation LLC,Education,9.8
Machine Learning Researcher,97442,Senior-Level,Full-Time,GERMANY,Small,Hybrid,"computer vision, linux, tensorflow",PhD,5,07-07-2024,01-08-2024,DataVision Ltd,Retail,5.5
Nlp Engineer,84037,Executive-Level,Part-Time,CHINA,Small,Hybrid,"computer vision, nlp, gcp",Bachelor,19,24-01-2024,12-02-2024,Autonomous Tech,Retail,6
Principal Data Scientist,104614,Mid-Level,Contract,NETHERLANDS,Small,Hybrid,"sql, python, linux, computer vision, hadoop",Bachelor,4,10-10-2024,09-12-2024,Digital Transformation LLC,Telecommunications,7.9
Data Scientist,103566,Senior-Level,Contract,FINLAND,Small,Fully remote,"git, linux, java, statistics",Bachelor,7,09-01-2024,04-03-2024,Predictive Systems,Manufacturing,8
Autonomous Systems Engineer,69417,Entry-Level,Contract,IRELAND,Large,Hybrid,"data visualization, java, docker, kubernetes",Master,0,22-04-2024,12-05-2024,Cloud AI Solutions,Energy,9.4
Ai Product Manager,27748,Entry-Level,Full-Time,CHINA,Small,Fully remote,"nlp, java, tensorflow",Master,0,09-12-2024,03-02-2025,Autonomous Tech,Automotive,5.8
Nlp Engineer,245370,Executive-Level,Freelance,SWEDEN,Medium,Fully remote,"tableau, java, tensorflow",Master,14,17-03-2024,03-04-2024,Cognitive Computing,Real Estate,8.4
Ai Software Engineer,86794,Mid-Level,Freelance,JAPAN,Small,Hybrid,"scala, sql, hadoop, statistics, gcp",Bachelor,4,25-02-2025,25-04-2025,Cloud AI Solutions,Finance,8.2
Computer Vision Engineer,58554,Entry-Level,Full-Time,IRELAND,Small,on-site,"linux, java, r, sql, mathematics",Master,1,20-11-2024,22-12-2024,Cognitive Computing,Healthcare,9.3
Ai Specialist,152077,Senior-Level,Full-Time,UNITED KINGDOM,Large,Hybrid,"kubernetes, git, statistics",PhD,6,30-01-2024,20-03-2024,Cognitive Computing,Automotive,9.6
Data Scientist,152349,Executive-Level,Full-Time,JAPAN,Small,Hybrid,"mlops, scala, java",Associate,10,04-08-2024,30-09-2024,Quantum Computing Inc,Healthcare,5.5
Deep Learning Engineer,155935,Executive-Level,Freelance,ISRAEL,Small,Hybrid,"python, hadoop, git",Associate,17,25-03-2025,27-04-2025,Predictive Systems,Retail,8.8
Deep Learning Engineer,276912.875,Executive-Level,Freelance,SWITZERLAND,Small,Fully remote,"mlops, scala, docker",Bachelor,14,16-06-2024,31-07-2024,Advanced Robotics,Retail,6.8
Autonomous Systems Engineer,112130,Senior-Level,Full-Time,JAPAN,Medium,Fully remote,"sql, azure, deep learning",Associate,5,14-03-2024,14-05-2024,Cognitive Computing,Energy,9.4
Ai Product Manager,276912.875,Executive-Level,Contract,UNITED KINGDOM,Large,Fully remote,"tableau, python, mlops, statistics, computer vision",Master,16,17-06-2024,17-08-2024,Cloud AI Solutions,Transportation,9.5
Ai Product Manager,57697,Entry-Level,Freelance,JAPAN,Medium,Fully remote,"python, tensorflow, deep learning, mlops",PhD,1,23-03-2024,01-05-2024,DataVision Ltd,Energy,9.7
Deep Learning Engineer,140199,Executive-Level,Full-Time,SINGAPORE,Small,on-site,"docker, data visualization, python",Associate,18,26-03-2025,22-04-2025,Predictive Systems,Manufacturing,6.7
Computer Vision Engineer,107028,Executive-Level,Contract,CHINA,Medium,Hybrid,"git, linux, statistics, mathematics",PhD,11,29-10-2024,01-01-2025,Future Systems,Education,5.8
Data Analyst,48978,Entry-Level,Freelance,SOUTH KOREA,Medium,Hybrid,"computer vision, kubernetes, git",Associate,1,21-02-2024,21-04-2024,Future Systems,Gaming,7.3
Principal Data Scientist,101366,Mid-Level,Freelance,FRANCE,Medium,Fully remote,"python, data visualization, linux, azure",Master,3,04-01-2025,20-01-2025,DataVision Ltd,Manufacturing,6.7
Ai Research Scientist,79125,Mid-Level,Contract,NETHERLANDS,Small,Fully remote,"computer vision, gcp, nlp, statistics",PhD,4,05-03-2024,14-05-2024,Smart Analytics,Media,7.8
Machine Learning Engineer,51110,Senior-Level,Freelance,CHINA,Small,Hybrid,"tensorflow, mathematics, deep learning, computer vision, r",Master,6,22-03-2024,06-05-2024,Cloud AI Solutions,Automotive,9.8
Data Scientist,96374,Mid-Level,Part-Time,GERMANY,Small,on-site,"deep learning, sql, git, pytorch",Associate,3,08-05-2024,08-06-2024,TechCorp Inc,Retail,8.8
Autonomous Systems Engineer,92286,Entry-Level,Part-Time,SINGAPORE,Large,Fully remote,"aws, java, python, mathematics",PhD,0,04-02-2025,05-04-2025,Advanced Robotics,Energy,8.3
Data Scientist,102456,Senior-Level,Freelance,SWEDEN,Small,Fully remote,"pytorch, git, r, azure",PhD,7,31-08-2024,12-11-2024,Algorithmic Solutions,Education,6.9
Ml Ops Engineer,138420,Executive-Level,Contract,SWEDEN,Medium,Hybrid,"pytorch, docker, data visualization, gcp, tensorflow",PhD,17,13-02-2024,21-03-2024,DataVision Ltd,Transportation,5.3
Ai Software Engineer,203654,Executive-Level,Part-Time,CANADA,Large,Fully remote,"sql, kubernetes, computer vision, gcp",PhD,12,19-01-2024,23-03-2024,Advanced Robotics,Retail,8.1
Robotics Engineer,121706,Senior-Level,Full-Time,AUSTRIA,Large,Hybrid,"hadoop, data visualization, python, tensorflow, mathematics",PhD,8,31-12-2024,23-02-2025,Neural Networks Co,Real Estate,9.1
Ai Software Engineer,112939,Senior-Level,Contract,SINGAPORE,Small,on-site,"r, azure, computer vision, deep learning",PhD,9,30-10-2024,21-11-2024,Smart Analytics,Consulting,10
Ai Software Engineer,223145,Executive-Level,Contract,GERMANY,Large,Hybrid,"kubernetes, scala, mlops, statistics",Bachelor,19,02-01-2024,26-01-2024,AI Innovations,Energy,7.1
Data Engineer,198959,Executive-Level,Full-Time,AUSTRALIA,Medium,on-site,"spark, python, deep learning, tensorflow, mathematics",Master,11,11-03-2025,04-04-2025,Neural Networks Co,Telecommunications,7.1
Machine Learning Engineer,249841,Executive-Level,Contract,UNITED STATES,Medium,Fully remote,"scala, linux, java, data visualization",Associate,14,08-01-2024,29-01-2024,Machine Intelligence Group,Healthcare,7
Ai Architect,81300,Entry-Level,Contract,SWITZERLAND,Small,on-site,"sql, python, scala",Master,0,26-04-2024,02-06-2024,AI Innovations,Energy,9
Machine Learning Engineer,89201,Executive-Level,Contract,CHINA,Large,on-site,"kubernetes, mathematics, data visualization, sql",Master,16,15-02-2025,15-03-2025,TechCorp Inc,Gaming,5.7
Robotics Engineer,123827,Mid-Level,Contract,SWITZERLAND,Medium,on-site,"mathematics, gcp, aws, sql, nlp",Master,4,14-01-2025,11-03-2025,Quantum Computing Inc,Telecommunications,8.3
Ai Product Manager,276912.875,Executive-Level,Freelance,DENMARK,Medium,Fully remote,"hadoop, scala, mlops",Master,16,02-04-2024,13-06-2024,Neural Networks Co,Finance,5.3
Ml Ops Engineer,195690,Executive-Level,Part-Time,IRELAND,Large,Fully remote,"azure, kubernetes, pytorch",Associate,11,15-01-2024,12-03-2024,Neural Networks Co,Education,6.2
Ai Software Engineer,88109,Mid-Level,Freelance,SINGAPORE,Medium,Fully remote,"sql, hadoop, tableau, spark",Bachelor,2,24-03-2025,01-06-2025,AI Innovations,Government,9.9
Deep Learning Engineer,93310,Senior-Level,Part-Time,GERMANY,Small,on-site,"tensorflow, statistics, mathematics",Associate,8,24-08-2024,22-10-2024,Smart Analytics,Retail,5.5
Deep Learning Engineer,180162,Executive-Level,Freelance,NETHERLANDS,Small,Fully remote,"pytorch, java, spark, nlp",Associate,12,06-03-2024,29-04-2024,Autonomous Tech,Technology,9.7
